timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251223_124828,465d7addf9396e8d1a320ad153a6f556789872e5,,1739271997,feat: Complete basic request response bindings (#3),,,x,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,0,
20251223_124828,57430339ddbbfe167295fffc6aa76cdef0c6aba1,bb2e8014dcdeb62660bbeb25c38b70f618a2a4e4,1739583713,fix(resp): Fix cookie parser (#23),https://github.com/0x676e67/rnet/compare/bb2e8014dcdeb62660bbeb25c38b70f618a2a4e4...57430339ddbbfe167295fffc6aa76cdef0c6aba1,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,e3404d30a7ea8966e0e4c4925c4734b29f6382bc,57430339ddbbfe167295fffc6aa76cdef0c6aba1,1739601171,test: Add auth request test,https://github.com/0x676e67/rnet/compare/57430339ddbbfe167295fffc6aa76cdef0c6aba1...e3404d30a7ea8966e0e4c4925c4734b29f6382bc,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,b5519cc04f2a07b3a307ab2cd0f2680e9fbb1fd2,e3404d30a7ea8966e0e4c4925c4734b29f6382bc,1739617726,test: Add decompress tests (#26),https://github.com/0x676e67/rnet/compare/e3404d30a7ea8966e0e4c4925c4734b29f6382bc...b5519cc04f2a07b3a307ab2cd0f2680e9fbb1fd2,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,101824780415f7a7a05758b0dc8f6d4ba27e3a3c,b5519cc04f2a07b3a307ab2cd0f2680e9fbb1fd2,1739670399,chore: update docs (#27),https://github.com/0x676e67/rnet/compare/b5519cc04f2a07b3a307ab2cd0f2680e9fbb1fd2...101824780415f7a7a05758b0dc8f6d4ba27e3a3c,10,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,30baf556d446c8424f135782f7da2038c05f4a23,101824780415f7a7a05758b0dc8f6d4ba27e3a3c,1739672765,chore: fmt code,https://github.com/0x676e67/rnet/compare/101824780415f7a7a05758b0dc8f6d4ba27e3a3c...30baf556d446c8424f135782f7da2038c05f4a23,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,116307ffda9c5489e9dde4d14aad202408eb715c,30baf556d446c8424f135782f7da2038c05f4a23,1739798578,feat: Initial support for websocket (#32),https://github.com/0x676e67/rnet/compare/30baf556d446c8424f135782f7da2038c05f4a23...116307ffda9c5489e9dde4d14aad202408eb715c,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,13b443717b0637e0d35e615f6049c70717bf4689,116307ffda9c5489e9dde4d14aad202408eb715c,1739800531,refactor: refactor websocket implement,https://github.com/0x676e67/rnet/compare/116307ffda9c5489e9dde4d14aad202408eb715c...13b443717b0637e0d35e615f6049c70717bf4689,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,401383ee0f3efa673584176885ae6106beb23a1c,13b443717b0637e0d35e615f6049c70717bf4689,1739847762,feat: Add `base_url` for client (#33),https://github.com/0x676e67/rnet/compare/13b443717b0637e0d35e615f6049c70717bf4689...401383ee0f3efa673584176885ae6106beb23a1c,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,c3952f75f1c96f6ccbaf761c13be3eae89891a9b,401383ee0f3efa673584176885ae6106beb23a1c,1739848858,tests: Add base url test,https://github.com/0x676e67/rnet/compare/401383ee0f3efa673584176885ae6106beb23a1c...c3952f75f1c96f6ccbaf761c13be3eae89891a9b,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,6ae82212920ca52df79779921c7e061c9987cde7,c3952f75f1c96f6ccbaf761c13be3eae89891a9b,1739879206,feat(client): Optionally enable asynchronous DNS resolver (#37),https://github.com/0x676e67/rnet/compare/c3952f75f1c96f6ccbaf761c13be3eae89891a9b...6ae82212920ca52df79779921c7e061c9987cde7,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,69e05bd976e9ed9954bee2562122d8dded977cae,6ae82212920ca52df79779921c7e061c9987cde7,1739888931,feat: Added bridge from Rust to Python logging (#38),https://github.com/0x676e67/rnet/compare/6ae82212920ca52df79779921c7e061c9987cde7...69e05bd976e9ed9954bee2562122d8dded977cae,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,bfc78a2465ac91d57da2066f9a5606b27de644fc,69e05bd976e9ed9954bee2562122d8dded977cae,1739939166,feat(proxy): Enhanced proxy settings binding (#42),https://github.com/0x676e67/rnet/compare/69e05bd976e9ed9954bee2562122d8dded977cae...bfc78a2465ac91d57da2066f9a5606b27de644fc,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,6c6f994939eff0593b45c5014cda93579de72cc5,bfc78a2465ac91d57da2066f9a5606b27de644fc,1740028738,feat(client): An asynchronous DNS resolver is used by default (#45),https://github.com/0x676e67/rnet/compare/bfc78a2465ac91d57da2066f9a5606b27de644fc...6c6f994939eff0593b45c5014cda93579de72cc5,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,50bcb73581be1f7cbffb1ff9c99d016068b0db77,6c6f994939eff0593b45c5014cda93579de72cc5,1740028821,update docs,https://github.com/0x676e67/rnet/compare/6c6f994939eff0593b45c5014cda93579de72cc5...50bcb73581be1f7cbffb1ff9c99d016068b0db77,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,3d70255a77d57bd2f6bf265a4bbc1c13936fa097,50bcb73581be1f7cbffb1ff9c99d016068b0db77,1740202880,fix(types): Fix FFI enum type binding documentation generation (#50),https://github.com/0x676e67/rnet/compare/50bcb73581be1f7cbffb1ff9c99d016068b0db77...3d70255a77d57bd2f6bf265a4bbc1c13936fa097,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,4b16799b70fcc0eb82bacb61518cbe08365acb68,3d70255a77d57bd2f6bf265a4bbc1c13936fa097,1740215032,feat: Added multipart file upload (#51),https://github.com/0x676e67/rnet/compare/3d70255a77d57bd2f6bf265a4bbc1c13936fa097...4b16799b70fcc0eb82bacb61518cbe08365acb68,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,93485f2a8c4f64179419c365c420ba94b053b4e2,4b16799b70fcc0eb82bacb61518cbe08365acb68,1740254512,perf(http): Optimize the overhead of boundary checks for streaming response types (#56),https://github.com/0x676e67/rnet/compare/4b16799b70fcc0eb82bacb61518cbe08365acb68...93485f2a8c4f64179419c365c420ba94b053b4e2,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,e347e92aa5b2477b3d3f24c0896a0808f5bd54fa,93485f2a8c4f64179419c365c420ba94b053b4e2,1740289929,feat(ws): Ensure websocket connection is released when closed (#59),https://github.com/0x676e67/rnet/compare/93485f2a8c4f64179419c365c420ba94b053b4e2...e347e92aa5b2477b3d3f24c0896a0808f5bd54fa,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,6dfdaa818565f1d0bfbdec7ba1bc325d3c22db54,e347e92aa5b2477b3d3f24c0896a0808f5bd54fa,1740314767,tests: Added alps new endpoint test (#61),https://github.com/0x676e67/rnet/compare/e347e92aa5b2477b3d3f24c0896a0808f5bd54fa...6dfdaa818565f1d0bfbdec7ba1bc325d3c22db54,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,aca55a1507b6bbe8fe8de78b5f749d16bf862d49,6dfdaa818565f1d0bfbdec7ba1bc325d3c22db54,1740315232,tests: Improve tests,https://github.com/0x676e67/rnet/compare/6dfdaa818565f1d0bfbdec7ba1bc325d3c22db54...aca55a1507b6bbe8fe8de78b5f749d16bf862d49,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,d01eba2a58d2343cad4d86a527bda8d9afdf5ad6,aca55a1507b6bbe8fe8de78b5f749d16bf862d49,1740463909,refactor: Reorganized module exports (#68),https://github.com/0x676e67/rnet/compare/aca55a1507b6bbe8fe8de78b5f749d16bf862d49...d01eba2a58d2343cad4d86a527bda8d9afdf5ad6,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_124828,3181ef62f7c76184f908e497dce9f69a746ef307,d01eba2a58d2343cad4d86a527bda8d9afdf5ad6,1740497406,feat: Blocking API and client support (#70),https://github.com/0x676e67/rnet/compare/d01eba2a58d2343cad4d86a527bda8d9afdf5ad6...3181ef62f7c76184f908e497dce9f69a746ef307,16,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
