timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251222_123018,9c262e3b9f66a368fce8058cf8b815db27211899,,1708786461,型なしラムダ計算で遊びはじめた,,,x,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,0,
20251222_123018,5cad42e3655f9fee50258eb44f9c972c47e1b1c9,5c7379d4222adb6304e857d0651ee0becc23101c,1710550827,AIの回答の前後にテキストを追加する,https://github.com/backpaper0/sandbox/compare/5c7379d4222adb6304e857d0651ee0becc23101c...5cad42e3655f9fee50258eb44f9c972c47e1b1c9,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,1b2fb643bb9152844dc024eae65accebf1f2859e,5cad42e3655f9fee50258eb44f9c972c47e1b1c9,1710850338,SSE,https://github.com/backpaper0/sandbox/compare/5cad42e3655f9fee50258eb44f9c972c47e1b1c9...1b2fb643bb9152844dc024eae65accebf1f2859e,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,a1ae40bce301a27609774888e7cf18ce2a84a8cc,1b2fb643bb9152844dc024eae65accebf1f2859e,1710975972,メトリクス,https://github.com/backpaper0/sandbox/compare/1b2fb643bb9152844dc024eae65accebf1f2859e...a1ae40bce301a27609774888e7cf18ce2a84a8cc,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,d3b6cfebdfd901010be1f9cedf43d3040d4e5fe2,a1ae40bce301a27609774888e7cf18ce2a84a8cc,1712100255,性能テストスクリプトを追加,https://github.com/backpaper0/sandbox/compare/a1ae40bce301a27609774888e7cf18ce2a84a8cc...d3b6cfebdfd901010be1f9cedf43d3040d4e5fe2,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,1bb7bbefc0e1bc952e8ea77f0472b8b02a011922,d3b6cfebdfd901010be1f9cedf43d3040d4e5fe2,1716677206,リンクを取得する,https://github.com/backpaper0/sandbox/compare/d3b6cfebdfd901010be1f9cedf43d3040d4e5fe2...1bb7bbefc0e1bc952e8ea77f0472b8b02a011922,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,18576bcdc55ab16f7a0d12ab4219a370ebb0ff2c,1bb7bbefc0e1bc952e8ea77f0472b8b02a011922,1718456912,Polish?,https://github.com/backpaper0/sandbox/compare/1bb7bbefc0e1bc952e8ea77f0472b8b02a011922...18576bcdc55ab16f7a0d12ab4219a370ebb0ff2c,8,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,f06173d9a412aaa47de9bfa0d421d0ba76d30297,18576bcdc55ab16f7a0d12ab4219a370ebb0ff2c,1718482039,read_itemでドキュメントが存在しない場合はエラー,https://github.com/backpaper0/sandbox/compare/18576bcdc55ab16f7a0d12ab4219a370ebb0ff2c...f06173d9a412aaa47de9bfa0d421d0ba76d30297,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,28deea6f19039513bb34a5bbdf5d540b89733c9d,f06173d9a412aaa47de9bfa0d421d0ba76d30297,1718522145,Base64と組み合せる,https://github.com/backpaper0/sandbox/compare/f06173d9a412aaa47de9bfa0d421d0ba76d30297...28deea6f19039513bb34a5bbdf5d540b89733c9d,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,5adc935065f5ed1d4d534f9446c98dba04bb47ca,28deea6f19039513bb34a5bbdf5d540b89733c9d,1718580728,FastAPIのパスパラメーターを試す,https://github.com/backpaper0/sandbox/compare/28deea6f19039513bb34a5bbdf5d540b89733c9d...5adc935065f5ed1d4d534f9446c98dba04bb47ca,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,5fb98bd1210415a9955c6731118ab9cd56f30378,5adc935065f5ed1d4d534f9446c98dba04bb47ca,1718653285,非同期IO版,https://github.com/backpaper0/sandbox/compare/5adc935065f5ed1d4d534f9446c98dba04bb47ca...5fb98bd1210415a9955c6731118ab9cd56f30378,7,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,cc43f5b06cbbad7f465a4d914800c3ccdfe7c61f,5fb98bd1210415a9955c6731118ab9cd56f30378,1718912323,FastAPIでファイルダウンロード,https://github.com/backpaper0/sandbox/compare/5fb98bd1210415a9955c6731118ab9cd56f30378...cc43f5b06cbbad7f465a4d914800c3ccdfe7c61f,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,e702f8ffbe83b893105a3f0cf0e976a5148719b8,cc43f5b06cbbad7f465a4d914800c3ccdfe7c61f,1718999856,Pydanticでモデルを作る,https://github.com/backpaper0/sandbox/compare/cc43f5b06cbbad7f465a4d914800c3ccdfe7c61f...e702f8ffbe83b893105a3f0cf0e976a5148719b8,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,af36c8dac4d0771f058df6a597c187bf22fbd388,e702f8ffbe83b893105a3f0cf0e976a5148719b8,1719001436,実行コマンドをコメントで記載,https://github.com/backpaper0/sandbox/compare/e702f8ffbe83b893105a3f0cf0e976a5148719b8...af36c8dac4d0771f058df6a597c187bf22fbd388,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,28785cbe3207f0f6587964d446391241b3a1b2d8,af36c8dac4d0771f058df6a597c187bf22fbd388,1719292206,非同期化,https://github.com/backpaper0/sandbox/compare/af36c8dac4d0771f058df6a597c187bf22fbd388...28785cbe3207f0f6587964d446391241b3a1b2d8,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,35d970d223e2690e1b681d71b94110c74b594df9,28785cbe3207f0f6587964d446391241b3a1b2d8,1719292545,対応方法をちょっと変更,https://github.com/backpaper0/sandbox/compare/28785cbe3207f0f6587964d446391241b3a1b2d8...35d970d223e2690e1b681d71b94110c74b594df9,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,4df037f9a17be583f474913a3e572f4a6c432621,35d970d223e2690e1b681d71b94110c74b594df9,1719303052,Streamlitを試す。というかすごいなStreamlit,https://github.com/backpaper0/sandbox/compare/35d970d223e2690e1b681d71b94110c74b594df9...4df037f9a17be583f474913a3e572f4a6c432621,4,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,06b440032c55f8b435c498ca356139a789d4c58a,4df037f9a17be583f474913a3e572f4a6c432621,1719317005,チャットっぽいUI,https://github.com/backpaper0/sandbox/compare/4df037f9a17be583f474913a3e572f4a6c432621...06b440032c55f8b435c498ca356139a789d4c58a,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,23723aef64e319d7b3c2f5f91301fe4bf6c6bd33,06b440032c55f8b435c498ca356139a789d4c58a,1719345842,LangChainとのインテグレーション,https://github.com/backpaper0/sandbox/compare/06b440032c55f8b435c498ca356139a789d4c58a...23723aef64e319d7b3c2f5f91301fe4bf6c6bd33,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,aef5e11a0d5ce77258590cd2aa8b563649f5bf7f,23723aef64e319d7b3c2f5f91301fe4bf6c6bd33,1719346948,navigationを試す,https://github.com/backpaper0/sandbox/compare/23723aef64e319d7b3c2f5f91301fe4bf6c6bd33...aef5e11a0d5ce77258590cd2aa8b563649f5bf7f,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,df48c23f6a6ec7bc52e78aab65980e56465aa83e,aef5e11a0d5ce77258590cd2aa8b563649f5bf7f,1719433044,APIキーは~/.streamlit/secrets.tomlへ書くことにした,https://github.com/backpaper0/sandbox/compare/aef5e11a0d5ce77258590cd2aa8b563649f5bf7f...df48c23f6a6ec7bc52e78aab65980e56465aa83e,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,2199c1f0d03cf7cb52a5e80419c966933606b575,df48c23f6a6ec7bc52e78aab65980e56465aa83e,1720010074,Splinter（Selenideみたいな便利なラッパー）を使ってみる,https://github.com/backpaper0/sandbox/compare/df48c23f6a6ec7bc52e78aab65980e56465aa83e...2199c1f0d03cf7cb52a5e80419c966933606b575,5,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,ef251a32a05138752e8f482a1b7d78a96df5bae2,2199c1f0d03cf7cb52a5e80419c966933606b575,1720728757,不要,https://github.com/backpaper0/sandbox/compare/2199c1f0d03cf7cb52a5e80419c966933606b575...ef251a32a05138752e8f482a1b7d78a96df5bae2,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,d6a92b0bb997a9c50c66a6b1cef64509c056871e,ef251a32a05138752e8f482a1b7d78a96df5bae2,1720728826,リネーム,https://github.com/backpaper0/sandbox/compare/ef251a32a05138752e8f482a1b7d78a96df5bae2...d6a92b0bb997a9c50c66a6b1cef64509c056871e,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,ce28245acb090f3bcbe90eed72f707e618fb9480,d6a92b0bb997a9c50c66a6b1cef64509c056871e,1721851257,戻り値の確認,https://github.com/backpaper0/sandbox/compare/d6a92b0bb997a9c50c66a6b1cef64509c056871e...ce28245acb090f3bcbe90eed72f707e618fb9480,8,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,5fc0c23e4fc142a3b93e4b57bd2d72a0b0dad160,ce28245acb090f3bcbe90eed72f707e618fb9480,1722071160,tqdmを学ぶ,https://github.com/backpaper0/sandbox/compare/ce28245acb090f3bcbe90eed72f707e618fb9480...5fc0c23e4fc142a3b93e4b57bd2d72a0b0dad160,4,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
20251222_123018,580d856fca521eb3d64fedfd90cd4031d3fad78a,5fc0c23e4fc142a3b93e4b57bd2d72a0b0dad160,1722163046,マルチページ,https://github.com/backpaper0/sandbox/compare/5fc0c23e4fc142a3b93e4b57bd2d72a0b0dad160...580d856fca521eb3d64fedfd90cd4031d3fad78a,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18
