timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251222_122752,82f0d59078cfdc1ee070e0c478ccea85f1f89bf8,,1680111583,"fix: change thread name to ""Thread"" so it's not confused to be official support.",,,x,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,0,
20251222_122752,aeda95f0d26a93b0a21a1ec71f418d96c0f461c9,44dcd0638e40f483c4c717a9c2e677053eea51f8,1680211263,"Adjust chat_api, create logging api, fix config",https://github.com/wandb/wandbot/compare/44dcd0638e40f483c4c717a9c2e677053eea51f8...aeda95f0d26a93b0a21a1ec71f418d96c0f461c9,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,96ee2684ff6f04f75321e40352a3afbb951d9c83,aeda95f0d26a93b0a21a1ec71f418d96c0f461c9,1680239486,fix: fallback to gpt-3 turbo upon rate limit.,https://github.com/wandb/wandbot/compare/aeda95f0d26a93b0a21a1ec71f418d96c0f461c9...96ee2684ff6f04f75321e40352a3afbb951d9c83,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,551098d0888094363a753e76a09ac5645c130a7e,96ee2684ff6f04f75321e40352a3afbb951d9c83,1680247278,fix: code references in ingestion,https://github.com/wandb/wandbot/compare/96ee2684ff6f04f75321e40352a3afbb951d9c83...551098d0888094363a753e76a09ac5645c130a7e,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,d93a111375d370e13a8c98532e6dee44418d1dd2,551098d0888094363a753e76a09ac5645c130a7e,1680252535,fix: increase context limit to 2816 from 2048,https://github.com/wandb/wandbot/compare/551098d0888094363a753e76a09ac5645c130a7e...d93a111375d370e13a8c98532e6dee44418d1dd2,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,89c4f9bc4c2d2439b91776b16ab5ca3435aa3dcc,d93a111375d370e13a8c98532e6dee44418d1dd2,1680523304,fix: update paths mappings for code and document loades,https://github.com/wandb/wandbot/compare/d93a111375d370e13a8c98532e6dee44418d1dd2...89c4f9bc4c2d2439b91776b16ab5ca3435aa3dcc,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,1bf157a8e433f6d124cf7fec011190642c77b72a,89c4f9bc4c2d2439b91776b16ab5ca3435aa3dcc,1681272927,feat: add combined doc store and wandbot doc store,https://github.com/wandb/wandbot/compare/89c4f9bc4c2d2439b91776b16ab5ca3435aa3dcc...1bf157a8e433f6d124cf7fec011190642c77b72a,8,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,4b0037016d4ce85a5e5192559e8416fda186bc63,1bf157a8e433f6d124cf7fec011190642c77b72a,1681311627,feat: add combined docstore and refactor existing classes to work with it,https://github.com/wandb/wandbot/compare/1bf157a8e433f6d124cf7fec011190642c77b72a...4b0037016d4ce85a5e5192559e8416fda186bc63,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,7fb1c58657b88da6f0533bc4e94c69f44f4bfa13,4b0037016d4ce85a5e5192559e8416fda186bc63,1681436594,fix: update faiss index to ne langchain api format,https://github.com/wandb/wandbot/compare/4b0037016d4ce85a5e5192559e8416fda186bc63...7fb1c58657b88da6f0533bc4e94c69f44f4bfa13,4,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,deff693c9bc602163650de8195852aeaac21336c,7fb1c58657b88da6f0533bc4e94c69f44f4bfa13,1681921664,Update dependencies and check working code,https://github.com/wandb/wandbot/compare/7fb1c58657b88da6f0533bc4e94c69f44f4bfa13...deff693c9bc602163650de8195852aeaac21336c,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,c070a7882a6967f34a3913fb42c9e709fa937059,deff693c9bc602163650de8195852aeaac21336c,1681984710,feat: stash changes to chat and vectorstore into branch,https://github.com/wandb/wandbot/compare/deff693c9bc602163650de8195852aeaac21336c...c070a7882a6967f34a3913fb42c9e709fa937059,14,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,ec4c239b7c865fdb7470a524cdf5e01151f7389f,c070a7882a6967f34a3913fb42c9e709fa937059,1682002116,feat: stash more changes related to data ingestion and vectorstore,https://github.com/wandb/wandbot/compare/c070a7882a6967f34a3913fb42c9e709fa937059...ec4c239b7c865fdb7470a524cdf5e01151f7389f,7,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,9dcb830209f112b7173120e1ff3322545e039d99,ec4c239b7c865fdb7470a524cdf5e01151f7389f,1682162025,feat: add sources in chat response,https://github.com/wandb/wandbot/compare/ec4c239b7c865fdb7470a524cdf5e01151f7389f...9dcb830209f112b7173120e1ff3322545e039d99,9,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,c73aed05a5a1e1ebdb5a78c01a1c40ed9f247869,9dcb830209f112b7173120e1ff3322545e039d99,1682164290,feat: denormalize the chat threads with a different table.,https://github.com/wandb/wandbot/compare/9dcb830209f112b7173120e1ff3322545e039d99...c73aed05a5a1e1ebdb5a78c01a1c40ed9f247869,4,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,7eb9fe5d8dccd47eb73fa10832d63670f9920884,c73aed05a5a1e1ebdb5a78c01a1c40ed9f247869,1682224675,refactor: remove old unused chat and other interfaces,https://github.com/wandb/wandbot/compare/c73aed05a5a1e1ebdb5a78c01a1c40ed9f247869...7eb9fe5d8dccd47eb73fa10832d63670f9920884,6,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,d8518a6444cec7749449dacaeb348a055314aa7c,7eb9fe5d8dccd47eb73fa10832d63670f9920884,1682226014,refactor: move all application to apps module,https://github.com/wandb/wandbot/compare/7eb9fe5d8dccd47eb73fa10832d63670f9920884...d8518a6444cec7749449dacaeb348a055314aa7c,10,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,8678846d36faaf2466fe02d2807e7712670056b5,d8518a6444cec7749449dacaeb348a055314aa7c,1682231483,refactor: change slack bot to use api instead of the chat interface,https://github.com/wandb/wandbot/compare/d8518a6444cec7749449dacaeb348a055314aa7c...8678846d36faaf2466fe02d2807e7712670056b5,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,2565ade53f64c68a2277d74d7a45234ff2916ad7,8678846d36faaf2466fe02d2807e7712670056b5,1682243839,refactor: add feedback endpoint to api and slack bot,https://github.com/wandb/wandbot/compare/8678846d36faaf2466fe02d2807e7712670056b5...2565ade53f64c68a2277d74d7a45234ff2916ad7,4,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,e85402aa938821a53f2f85640feb1f9308017a84,2565ade53f64c68a2277d74d7a45234ff2916ad7,1682313975,fix: add back hyde prompt to pipeline,https://github.com/wandb/wandbot/compare/2565ade53f64c68a2277d74d7a45234ff2916ad7...e85402aa938821a53f2f85640feb1f9308017a84,8,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,77384db9b80865674eaa1794bce703cc5baafa24,e85402aa938821a53f2f85640feb1f9308017a84,1682490500,"feat: deduplicate retrieval results, switch to map_reduce chain, improve chat prompt",https://github.com/wandb/wandbot/compare/e85402aa938821a53f2f85640feb1f9308017a84...77384db9b80865674eaa1794bce703cc5baafa24,11,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,bca4f5936354800a30b8dba07f394228dd20e468,77384db9b80865674eaa1794bce703cc5baafa24,1682511672,fix: use env settings to access the database url,https://github.com/wandb/wandbot/compare/77384db9b80865674eaa1794bce703cc5baafa24...bca4f5936354800a30b8dba07f394228dd20e468,11,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,880f60b72d40e60d9be902bccc93187c29fb9a3d,bca4f5936354800a30b8dba07f394228dd20e468,1682567973,feat: add wandb tracer and usages statistics,https://github.com/wandb/wandbot/compare/bca4f5936354800a30b8dba07f394228dd20e468...880f60b72d40e60d9be902bccc93187c29fb9a3d,10,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,801152b09faa9717fb5f70f91aba433cb6955427,880f60b72d40e60d9be902bccc93187c29fb9a3d,1682656347,fix: remove redundant vectorstore files from artifact upload,https://github.com/wandb/wandbot/compare/880f60b72d40e60d9be902bccc93187c29fb9a3d...801152b09faa9717fb5f70f91aba433cb6955427,14,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,994a65b7889af32b663fe6a88b2d404980e523ef,801152b09faa9717fb5f70f91aba433cb6955427,1683006107,refactor: improve api design to include crud endpoints,https://github.com/wandb/wandbot/compare/801152b09faa9717fb5f70f91aba433cb6955427...994a65b7889af32b663fe6a88b2d404980e523ef,14,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,dbfb5afa00af54ea475de284fea54aee4eb4d870,994a65b7889af32b663fe6a88b2d404980e523ef,1683006155,refactor: change chat interface to work with new API design,https://github.com/wandb/wandbot/compare/994a65b7889af32b663fe6a88b2d404980e523ef...dbfb5afa00af54ea475de284fea54aee4eb4d870,6,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,b16f8d3823a58ac3766aed27f7eafad45d59e02e,dbfb5afa00af54ea475de284fea54aee4eb4d870,1683006235,refactor: modify database tables to normalize and separate feedback,https://github.com/wandb/wandbot/compare/dbfb5afa00af54ea475de284fea54aee4eb4d870...b16f8d3823a58ac3766aed27f7eafad45d59e02e,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251222_122752,1f58c0b196a43d64a424502c469f1bdd5ba185c8,b16f8d3823a58ac3766aed27f7eafad45d59e02e,1683006277,refactor: create and add new db client for crud operations,https://github.com/wandb/wandbot/compare/b16f8d3823a58ac3766aed27f7eafad45d59e02e...1f58c0b196a43d64a424502c469f1bdd5ba185c8,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
