timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251223_124855,8a1575be33241ad3ef6499c07e7ec8bf1c50fb6c,,1679824117,"Enhance esptool GUI, #2707",,,7.020999999999999,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,0,
20251223_124855,bbd4dd32f0d3a5e4ad5ddd589f659ad6c6cff030,770eb4120619bbc027d7bc8b880f40705bddeb63,1680804914,Refactor MP link collection,https://github.com/thonny/thonny/compare/770eb4120619bbc027d7bc8b880f40705bddeb63...bbd4dd32f0d3a5e4ad5ddd589f659ad6c6cff030,3,6.998,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,41047293d5ec28eb02060704365078b7513a2f20,bbd4dd32f0d3a5e4ad5ddd589f659ad6c6cff030,1680863535,Require backend ACK before sending initial input,https://github.com/thonny/thonny/compare/bbd4dd32f0d3a5e4ad5ddd589f659ad6c6cff030...41047293d5ec28eb02060704365078b7513a2f20,6,6.998,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,3b3786e8acc2033807963f98212dec02514f906b,41047293d5ec28eb02060704365078b7513a2f20,1680936069,Prepare for Python 3.12,https://github.com/thonny/thonny/compare/41047293d5ec28eb02060704365078b7513a2f20...3b3786e8acc2033807963f98212dec02514f906b,2,6.998,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,bd9327bdf38a8681fd2d94dbbdbde137305bebf2,3b3786e8acc2033807963f98212dec02514f906b,1680940800,More Python version range fixes,https://github.com/thonny/thonny/compare/3b3786e8acc2033807963f98212dec02514f906b...bd9327bdf38a8681fd2d94dbbdbde137305bebf2,4,6.998,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,88a3d788d3e4acff3cd6c907fa04d39de0956aa5,bd9327bdf38a8681fd2d94dbbdbde137305bebf2,1680940812,Simpler Python version display,https://github.com/thonny/thonny/compare/bd9327bdf38a8681fd2d94dbbdbde137305bebf2...88a3d788d3e4acff3cd6c907fa04d39de0956aa5,2,6.999,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,16bda02f8f9b3b773973427e9245c6990c262959,88a3d788d3e4acff3cd6c907fa04d39de0956aa5,1680951424,Move PROCESS_ACK,https://github.com/thonny/thonny/compare/88a3d788d3e4acff3cd6c907fa04d39de0956aa5...16bda02f8f9b3b773973427e9245c6990c262959,7,6.999,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,fff01221e3c030f349d1429745457599d06cd484,16bda02f8f9b3b773973427e9245c6990c262959,1680951550,Simpler Python interpreter selection,https://github.com/thonny/thonny/compare/16bda02f8f9b3b773973427e9245c6990c262959...fff01221e3c030f349d1429745457599d06cd484,1,6.999,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,59ee0e1830b8c0b2e6549508372ff01a6cbc6114,fff01221e3c030f349d1429745457599d06cd484,1680952453,"Ensure Thonny's backends don't get confused by other installations, #2616",https://github.com/thonny/thonny/compare/fff01221e3c030f349d1429745457599d06cd484...59ee0e1830b8c0b2e6549508372ff01a6cbc6114,9,6.992,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,2cdd577aee84001736fe2b321592401e8e17abc9,59ee0e1830b8c0b2e6549508372ff01a6cbc6114,1680983875,Alternative approach for #2616,https://github.com/thonny/thonny/compare/59ee0e1830b8c0b2e6549508372ff01a6cbc6114...2cdd577aee84001736fe2b321592401e8e17abc9,1,6.999,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,dc16e22ec8667581647d7ff5a09c17c97da82595,2cdd577aee84001736fe2b321592401e8e17abc9,1681053955,"Restore user site-packages for CPython backend, #2616",https://github.com/thonny/thonny/compare/2cdd577aee84001736fe2b321592401e8e17abc9...dc16e22ec8667581647d7ff5a09c17c97da82595,2,6.998,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,73f2a2fedeedc84fd24cd5f6da322a04203134b5,dc16e22ec8667581647d7ff5a09c17c97da82595,1681054566,remove temp logging,https://github.com/thonny/thonny/compare/dc16e22ec8667581647d7ff5a09c17c97da82595...73f2a2fedeedc84fd24cd5f6da322a04203134b5,1,6.998,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,a485918fe6e8a7cdd2c62b3397d664165c3f2139,73f2a2fedeedc84fd24cd5f6da322a04203134b5,1681064061,"Experiment with module conflict detection, #384",https://github.com/thonny/thonny/compare/73f2a2fedeedc84fd24cd5f6da322a04203134b5...a485918fe6e8a7cdd2c62b3397d664165c3f2139,1,6.992,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,f670bf75d6cc06d84204585bd012d0e9c71a03cc,a485918fe6e8a7cdd2c62b3397d664165c3f2139,1681217203,Fixes for regressions caused by 41047293,https://github.com/thonny/thonny/compare/a485918fe6e8a7cdd2c62b3397d664165c3f2139...f670bf75d6cc06d84204585bd012d0e9c71a03cc,2,6.991,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,25ca9ca61854ca21c61e4af33817b2e641f0c0b7,f670bf75d6cc06d84204585bd012d0e9c71a03cc,1681414696,"Complete module shadowing detection, #384",https://github.com/thonny/thonny/compare/f670bf75d6cc06d84204585bd012d0e9c71a03cc...25ca9ca61854ca21c61e4af33817b2e641f0c0b7,7,6.981999999999999,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,4dadb08e25dfb3f8b7bbc37e39d1dbe1dcea5ed2,25ca9ca61854ca21c61e4af33817b2e641f0c0b7,1681546058,Recognize M5Stack device,https://github.com/thonny/thonny/compare/25ca9ca61854ca21c61e4af33817b2e641f0c0b7...4dadb08e25dfb3f8b7bbc37e39d1dbe1dcea5ed2,1,6.981,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,2fb234150c8af4bc7a9eb9f27538f999ebc5d073,4dadb08e25dfb3f8b7bbc37e39d1dbe1dcea5ed2,1681546176,refactor,https://github.com/thonny/thonny/compare/4dadb08e25dfb3f8b7bbc37e39d1dbe1dcea5ed2...2fb234150c8af4bc7a9eb9f27538f999ebc5d073,2,6.981,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,c8f7105d8ac97f6c8fcd5ca8b59549fe51b56540,2fb234150c8af4bc7a9eb9f27538f999ebc5d073,1681546980,Show port description in backend switcher,https://github.com/thonny/thonny/compare/2fb234150c8af4bc7a9eb9f27538f999ebc5d073...c8f7105d8ac97f6c8fcd5ca8b59549fe51b56540,3,6.977,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124855,d704dfe69974eb878735eeb2fac17b1152af6889,c8f7105d8ac97f6c8fcd5ca8b59549fe51b56540,1681547912,Fix regressions caused by #2616,https://github.com/thonny/thonny/compare/c8f7105d8ac97f6c8fcd5ca8b59549fe51b56540...d704dfe69974eb878735eeb2fac17b1152af6889,4,6.972,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124854,f8bdebdeba5bc754d97543daf2b764c1ae7cabe2,d704dfe69974eb878735eeb2fac17b1152af6889,1681549069,More descriptive serial port label,https://github.com/thonny/thonny/compare/d704dfe69974eb878735eeb2fac17b1152af6889...f8bdebdeba5bc754d97543daf2b764c1ae7cabe2,2,6.97,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124854,e09889993aeacff6f56207d12e7d3662be321c62,f8bdebdeba5bc754d97543daf2b764c1ae7cabe2,1681550790,Enhance port description,https://github.com/thonny/thonny/compare/f8bdebdeba5bc754d97543daf2b764c1ae7cabe2...e09889993aeacff6f56207d12e7d3662be321c62,2,6.968000000000001,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124854,c61f49883042d133e5aeb42d84bcb391201d0c48,e09889993aeacff6f56207d12e7d3662be321c62,1681624023,Don't use deprecated FLASK_ENV environment variable.,https://github.com/thonny/thonny/compare/e09889993aeacff6f56207d12e7d3662be321c62...c61f49883042d133e5aeb42d84bcb391201d0c48,1,6.968000000000001,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124854,a3f87f8ad9a0b2ad3802c87a8f538f25c6f08d13,c61f49883042d133e5aeb42d84bcb391201d0c48,1681962744,"Add better shortcut for increasing font size in macOS, #2725",https://github.com/thonny/thonny/compare/c61f49883042d133e5aeb42d84bcb391201d0c48...a3f87f8ad9a0b2ad3802c87a8f538f25c6f08d13,1,6.968000000000001,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124854,a1e6aa82d033872e4aafa22d2cb7c0a9379fd7f9,a3f87f8ad9a0b2ad3802c87a8f538f25c6f08d13,1681966097,"Avoid falling back to Python menu in simple mode on macOS, #2729",https://github.com/thonny/thonny/compare/a3f87f8ad9a0b2ad3802c87a8f538f25c6f08d13...a1e6aa82d033872e4aafa22d2cb7c0a9379fd7f9,1,6.968000000000001,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124854,921725ef57a3388eb0b17f30300b47823c2793a0,a1e6aa82d033872e4aafa22d2cb7c0a9379fd7f9,1682154289,Don't force white text on active Aqua tabs,https://github.com/thonny/thonny/compare/a1e6aa82d033872e4aafa22d2cb7c0a9379fd7f9...921725ef57a3388eb0b17f30300b47823c2793a0,1,6.968000000000001,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
20251223_124854,ce39ffa6eb9b6b6ae76370f7cf2809ffd3fbd87a,921725ef57a3388eb0b17f30300b47823c2793a0,1682154443,Addition for previous commit (921725ef),https://github.com/thonny/thonny/compare/921725ef57a3388eb0b17f30300b47823c2793a0...ce39ffa6eb9b6b6ae76370f7cf2809ffd3fbd87a,1,6.968000000000001,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=32;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=30
