timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251223_125102,0715832974eca0a0facfcc86be3070a0082725a8,,1694108666,new component for federated llm (#1),,,x,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,0,
20251223_125102,8a3a5704b8c07d955d357d9ba761e4a38c768ee5,d9492e9c1a25779e3c2ec4bb7434b1b21ee92f5d,1698892788,local langfuse (#56),https://github.com/gyliu513/langX101/compare/d9492e9c1a25779e3c2ec4bb7434b1b21ee92f5d...8a3a5704b8c07d955d357d9ba761e4a38c768ee5,4,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,c3d9475e42f830d5536ce513003de5a2da25b995,8a3a5704b8c07d955d357d9ba761e4a38c768ee5,1698893041,enable-trace (#57),https://github.com/gyliu513/langX101/compare/8a3a5704b8c07d955d357d9ba761e4a38c768ee5...c3d9475e42f830d5536ce513003de5a2da25b995,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,7c9ee8d1bcd2f1dd9692b11018394d8cd2346901,c3d9475e42f830d5536ce513003de5a2da25b995,1698914133,Watson reduce token usage added watson notebook script (#58),https://github.com/gyliu513/langX101/compare/c3d9475e42f830d5536ce513003de5a2da25b995...7c9ee8d1bcd2f1dd9692b11018394d8cd2346901,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,3b9c70264f9a999e2e983784c23244644d8095a1,7c9ee8d1bcd2f1dd9692b11018394d8cd2346901,1699015046,watson token count test (#64),https://github.com/gyliu513/langX101/compare/7c9ee8d1bcd2f1dd9692b11018394d8cd2346901...3b9c70264f9a999e2e983784c23244644d8095a1,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,1dd288e60d8fef4720917d8154370dfbda69a524,3b9c70264f9a999e2e983784c23244644d8095a1,1699236839,watson fix token count add parameter and promt result (#65),https://github.com/gyliu513/langX101/compare/3b9c70264f9a999e2e983784c23244644d8095a1...1dd288e60d8fef4720917d8154370dfbda69a524,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,2b1e704207cde55cb66c6aac4ef6a7cc17eecad4,1dd288e60d8fef4720917d8154370dfbda69a524,1699275599,generate and import from langfuse (#66),https://github.com/gyliu513/langX101/compare/1dd288e60d8fef4720917d8154370dfbda69a524...2b1e704207cde55cb66c6aac4ef6a7cc17eecad4,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,6657cf2320667a86fa2b272be61a39aab1167aac,2b1e704207cde55cb66c6aac4ef6a7cc17eecad4,1699285184,clean up (#67),https://github.com/gyliu513/langX101/compare/2b1e704207cde55cb66c6aac4ef6a7cc17eecad4...6657cf2320667a86fa2b272be61a39aab1167aac,4,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,38c4abf714600bb131aa4e25321f4330425c4e62,6657cf2320667a86fa2b272be61a39aab1167aac,1699329307,clear files (#69),https://github.com/gyliu513/langX101/compare/6657cf2320667a86fa2b272be61a39aab1167aac...38c4abf714600bb131aa4e25321f4330425c4e62,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,ac5eb26aed6f4de77f851266715c953f1b1e82f8,38c4abf714600bb131aa4e25321f4330425c4e62,1699331264,clean up comments (#70),https://github.com/gyliu513/langX101/compare/38c4abf714600bb131aa4e25321f4330425c4e62...ac5eb26aed6f4de77f851266715c953f1b1e82f8,3,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,6c61c1558f78441cc3f0f5b17964735f54279274,ac5eb26aed6f4de77f851266715c953f1b1e82f8,1699462275,update (#72),https://github.com/gyliu513/langX101/compare/ac5eb26aed6f4de77f851266715c953f1b1e82f8...6c61c1558f78441cc3f0f5b17964735f54279274,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,95c0f9996e4e91f7fe9baf88df6780fd681fa9e6,6c61c1558f78441cc3f0f5b17964735f54279274,1699545247,otel (#74),https://github.com/gyliu513/langX101/compare/6c61c1558f78441cc3f0f5b17964735f54279274...95c0f9996e4e91f7fe9baf88df6780fd681fa9e6,7,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,d8014d77e929563bf47512f9f3764f129de5106e,95c0f9996e4e91f7fe9baf88df6780fd681fa9e6,1699556095,openai (#75),https://github.com/gyliu513/langX101/compare/95c0f9996e4e91f7fe9baf88df6780fd681fa9e6...d8014d77e929563bf47512f9f3764f129de5106e,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,4723081ba93b0bb7b7e42272067d318c3606e587,d8014d77e929563bf47512f9f3764f129de5106e,1699563212,openai-auto (#76),https://github.com/gyliu513/langX101/compare/d8014d77e929563bf47512f9f3764f129de5106e...4723081ba93b0bb7b7e42272067d318c3606e587,2,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,81f23faa9c2c96cc165474be403d136899f4c228,4723081ba93b0bb7b7e42272067d318c3606e587,1699563299,rename (#77),https://github.com/gyliu513/langX101/compare/4723081ba93b0bb7b7e42272067d318c3606e587...81f23faa9c2c96cc165474be403d136899f4c228,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,da71f1d12e0c1dddfb7c9360f3d97ef17ba1c68a,81f23faa9c2c96cc165474be403d136899f4c228,1699587498,openai lastest API (#78),https://github.com/gyliu513/langX101/compare/81f23faa9c2c96cc165474be403d136899f4c228...da71f1d12e0c1dddfb7c9360f3d97ef17ba1c68a,4,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,e0b93e102d84a93e6fae8ed553aca4e29d6036b6,da71f1d12e0c1dddfb7c9360f3d97ef17ba1c68a,1699587978,openai instrument draft (#79),https://github.com/gyliu513/langX101/compare/da71f1d12e0c1dddfb7c9360f3d97ef17ba1c68a...e0b93e102d84a93e6fae8ed553aca4e29d6036b6,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,cb38ed3761359f6d27c342911820aeddfb5aed54,e0b93e102d84a93e6fae8ed553aca4e29d6036b6,1699633448,watsonx-auto (#80),https://github.com/gyliu513/langX101/compare/e0b93e102d84a93e6fae8ed553aca4e29d6036b6...cb38ed3761359f6d27c342911820aeddfb5aed54,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,9350f96eaca8325f4d7ac8015ee3de8b1dd9bba1,cb38ed3761359f6d27c342911820aeddfb5aed54,1699655997,watsonx manual (#81),https://github.com/gyliu513/langX101/compare/cb38ed3761359f6d27c342911820aeddfb5aed54...9350f96eaca8325f4d7ac8015ee3de8b1dd9bba1,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,54dc577a7e93e32a677461689cdf63017bcf87db,9350f96eaca8325f4d7ac8015ee3de8b1dd9bba1,1699666445,tl (#82),https://github.com/gyliu513/langX101/compare/9350f96eaca8325f4d7ac8015ee3de8b1dd9bba1...54dc577a7e93e32a677461689cdf63017bcf87db,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,4dcca562523d07e2a5fae4c42d2d43afd97b0cc6,54dc577a7e93e32a677461689cdf63017bcf87db,1699855563,add back trace_id param (#84),https://github.com/gyliu513/langX101/compare/54dc577a7e93e32a677461689cdf63017bcf87db...4dcca562523d07e2a5fae4c42d2d43afd97b0cc6,11,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,d9747880a86e8a1c1ce39d65742b2894ddacb752,4dcca562523d07e2a5fae4c42d2d43afd97b0cc6,1699986455,otel openai (#85),https://github.com/gyliu513/langX101/compare/4dcca562523d07e2a5fae4c42d2d43afd97b0cc6...d9747880a86e8a1c1ce39d65742b2894ddacb752,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
20251223_125102,68aec97bfb01d5ec86f2eca4ee251801d33cb90e,d9747880a86e8a1c1ce39d65742b2894ddacb752,1699987615,remove key (#87),https://github.com/gyliu513/langX101/compare/d9747880a86e8a1c1ce39d65742b2894ddacb752...68aec97bfb01d5ec86f2eca4ee251801d33cb90e,1,x,0,,0,,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6,3,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=8;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=6
