timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations
20251223_124613,4828a85ab007080342ae0ee8478dcf0f0342be80,,1756850245,feat(core): add `web_search` in OpenAI tools list (#32738),,,x,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719;KeyInList:/usr/lib/python3.12/typing.py:286,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=26;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=24;KeyInList:/usr/lib/python3.12/typing.py:286=2,0,
20251223_124613,5840dad40ba0d1c1be7513a59ac381327ff3e7c9,c672590f423bab6af905308350ff61b379f86a3e,1757344430,chore(core): enable ruff docstring-code-format (#32834),https://github.com/langchain-ai/langchain/compare/c672590f423bab6af905308350ff61b379f86a3e...5840dad40ba0d1c1be7513a59ac381327ff3e7c9,48,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,f4e83e0ad8d12bec889fb3b96ffedec183bf5267,5840dad40ba0d1c1be7513a59ac381327ff3e7c9,1757346255,chore(core): fix some docstrings (from DOC preview rule) (#32833),https://github.com/langchain-ai/langchain/compare/5840dad40ba0d1c1be7513a59ac381327ff3e7c9...f4e83e0ad8d12bec889fb3b96ffedec183bf5267,88,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,01fdeede5011ab861c868f911c0e3c92a41d1b30,f4e83e0ad8d12bec889fb3b96ffedec183bf5267,1757346920,chore(core): fix some ruff preview rules (#32785),https://github.com/langchain-ai/langchain/compare/f4e83e0ad8d12bec889fb3b96ffedec183bf5267...01fdeede5011ab861c868f911c0e3c92a41d1b30,32,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,cc98fb9bee98b231babf9e39a7245b330b68760d,01fdeede5011ab861c868f911c0e3c92a41d1b30,1757355304,chore(core): add ruff rule PLC0415 (#32351),https://github.com/langchain-ai/langchain/compare/01fdeede5011ab861c868f911c0e3c92a41d1b30...cc98fb9bee98b231babf9e39a7245b330b68760d,61,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,390606c1551b0224d5feecd5de792fa45b4de364,cc98fb9bee98b231babf9e39a7245b330b68760d,1757355734,fix(standard-tests): standard vectorstore tests accept out-of-order `get_by_ids` (#32821),https://github.com/langchain-ai/langchain/compare/cc98fb9bee98b231babf9e39a7245b330b68760d...390606c1551b0224d5feecd5de792fa45b4de364,1,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,3486d6c74d3ef31db076ca1087c7e4f0f661b05c,390606c1551b0224d5feecd5de792fa45b4de364,1757359014,feat(core): support for adding `PromptTemplate`s with formats other than `f-string` (#32253),https://github.com/langchain-ai/langchain/compare/390606c1551b0224d5feecd5de792fa45b4de364...3486d6c74d3ef31db076ca1087c7e4f0f661b05c,2,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,f5bd00d1f1918cdc17033e05f4dd6698b6041406,3486d6c74d3ef31db076ca1087c7e4f0f661b05c,1757360428,feat(core): support AWS Bedrock `document` content blocks in `msg_content_output` (#32799),https://github.com/langchain-ai/langchain/compare/3486d6c74d3ef31db076ca1087c7e4f0f661b05c...f5bd00d1f1918cdc17033e05f4dd6698b6041406,2,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,33c7f230e058f5cebd7ef7e72e25e6c9a6c34009,f5bd00d1f1918cdc17033e05f4dd6698b6041406,1757363958,feat(core): add `id` field to `Document` passed to filter for `InMemoryVectorStore` similarity search (#32688),https://github.com/langchain-ai/langchain/compare/f5bd00d1f1918cdc17033e05f4dd6698b6041406...33c7f230e058f5cebd7ef7e72e25e6c9a6c34009,2,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,05d14775f2f7830be1e46a56c086a3b6266eb443,33c7f230e058f5cebd7ef7e72e25e6c9a6c34009,1757363993,chore(standard-tests): enable ruff docstring-code-format (#32852),https://github.com/langchain-ai/langchain/compare/33c7f230e058f5cebd7ef7e72e25e6c9a6c34009...05d14775f2f7830be1e46a56c086a3b6266eb443,5,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,35e9d36b0efb1daec1c5d18cc3600eb11989c029,05d14775f2f7830be1e46a56c086a3b6266eb443,1757364566,fix(standard-tests): ensure non-negative token counts in usage metadata assertions (#32593),https://github.com/langchain-ai/langchain/compare/05d14775f2f7830be1e46a56c086a3b6266eb443...35e9d36b0efb1daec1c5d18cc3600eb11989c029,2,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,54c2419a4e81d6a4832726b6a56c91aac955a099,35e9d36b0efb1daec1c5d18cc3600eb11989c029,1757364678,chore(langchain): enable ruff docstring-code-format in langchain_v1 (#32855),https://github.com/langchain-ai/langchain/compare/35e9d36b0efb1daec1c5d18cc3600eb11989c029...54c2419a4e81d6a4832726b6a56c91aac955a099,8,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,fe6c415c9fb43e8d569cb5330fcbb7631d2e2cdc,54c2419a4e81d6a4832726b6a56c91aac955a099,1757366760,chore(langchain): add ruff rule UP007 in `langchain_v1` (#32811),https://github.com/langchain-ai/langchain/compare/54c2419a4e81d6a4832726b6a56c91aac955a099...fe6c415c9fb43e8d569cb5330fcbb7631d2e2cdc,13,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,1e101ae9a28014b96e5828e9d0f5687cb268deb0,fe6c415c9fb43e8d569cb5330fcbb7631d2e2cdc,1757366863,chore(langchain): add ruff rules N (#32098),https://github.com/langchain-ai/langchain/compare/fe6c415c9fb43e8d569cb5330fcbb7631d2e2cdc...1e101ae9a28014b96e5828e9d0f5687cb268deb0,17,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,017348b27caf9d1d5d4a569eeb37344b8be2f94f,1e101ae9a28014b96e5828e9d0f5687cb268deb0,1757366894,chore(langchain): add ruff rule E501 in `langchain_v1` (#32812),https://github.com/langchain-ai/langchain/compare/1e101ae9a28014b96e5828e9d0f5687cb268deb0...017348b27caf9d1d5d4a569eeb37344b8be2f94f,8,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,714f74a8479533c27980baebe62b7784c64a9f90,017348b27caf9d1d5d4a569eeb37344b8be2f94f,1757369208,refactor(core): improve beta decorator (#32505),https://github.com/langchain-ai/langchain/compare/017348b27caf9d1d5d4a569eeb37344b8be2f94f...714f74a8479533c27980baebe62b7784c64a9f90,144,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,428c2ee6c56d6ccd291d0476c96ac5553a92815f,714f74a8479533c27980baebe62b7784c64a9f90,1757425283,fix(langchain): preserve supplied llm in `FlareChain.from_llm` (#32847),https://github.com/langchain-ai/langchain/compare/714f74a8479533c27980baebe62b7784c64a9f90...428c2ee6c56d6ccd291d0476c96ac5553a92815f,2,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,cc3b5afe528061abec6996adc44735d034afd827,428c2ee6c56d6ccd291d0476c96ac5553a92815f,1757426741,fix(huggingface): fix typing in `test_standard` (#32863),https://github.com/langchain-ai/langchain/compare/428c2ee6c56d6ccd291d0476c96ac5553a92815f...cc3b5afe528061abec6996adc44735d034afd827,1,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,699a5d06d159a2234370f3aa103ac584e0e490ff,cc3b5afe528061abec6996adc44735d034afd827,1757427198,chore(langchain): add ruff rule ERA (#32867),https://github.com/langchain-ai/langchain/compare/cc3b5afe528061abec6996adc44735d034afd827...699a5d06d159a2234370f3aa103ac584e0e490ff,7,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
20251223_124613,dcc517b187fb8c9ee5ba2584e281e41bf86e23b4,699a5d06d159a2234370f3aa103ac584e0e490ff,1757431552,fix(core): ensure `InjectedToolCallId` always overrides LLM-generated values (#32766),https://github.com/langchain-ai/langchain/compare/699a5d06d159a2234370f3aa103ac584e0e490ff...dcc517b187fb8c9ee5ba2584e281e41bf86e23b4,2,x,0,,0,,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2,4,KeyInList:/specs-new/NLTK_NonterminalSymbolMutability.py:34=256;KeyInList:/usr/lib/python3.12/logging/__init__.py:1708=20;KeyInList:/usr/lib/python3.12/logging/__init__.py:1719=18;KeyInList:/usr/lib/python3.12/typing.py:286=2
